,start_time,end_time,event_name
0,1643.54064,1678.2338399999999,Centroid~10mm_per_s
1,1715.7930000000001,1748.8269599999999,Centroid~10mm_per_s
2,1751.64264,1762.15116,Centroid~10mm_per_s
3,1768.88868,1785.12912,Centroid~10mm_per_s
4,1785.38052,1805.04,Centroid~10mm_per_s
