rising_frame
289
489
689
888
1088
1287
1487
1687
1886
2086
2285
2485
2685
2884
3084
3283
3483
3683
3882
4082
4281
4481
4681
4880
5080
5279
5479
5679
5878
6078
6277
6477
6677
6876
7076
7275
7475
7675
7874
8074
8273
8473
8673
8872
9072
9271
9471
9671
9870
10070
10270
10469
10669
10868
11068
11268
11467
11667
11866
12066
12266
12465
12665
12864
13064
13264
13463
13663
13862
14062
14262
14461
14661
14860
15060
15260
15459
15659
15858
16058
16258
16457
16657
16856
17056
17256
17455
17655
17854
18054
