rising_frame
433
633
833
1032
1232
1432
1631
1831
2030
2230
2430
2629
2829
3028
3228
3428
3627
3827
4026
4226
4426
4625
4825
5024
5224
5424
5623
5823
6022
6222
6422
6621
6821
7020
7220
7420
7619
7819
8018
8218
8418
8617
8817
9016
9216
9416
9615
9815
10014
10214
10414
10613
10813
11012
11212
11412
11611
11811
12010
12210
12410
12609
12809
13009
13208
13408
13607
13807
14007
14206
14406
14605
14805
15005
15204
15404
15603
15803
16003
16202
16402
16601
16801
17001
17200
17400
17599
17799
17999
18198
