null_sigma_percent,positive_component,gamma_shape,gamma_scale_theta_percent,pi_WT,pi_SynC before,pi_SynC 0-60,pi_SynC 60-180,pi_dGAP before,pi_dGAP 0-60,pi_dGAP 60-180
9.374019668812549,Normal-convolved Exponential,1.0,34.42913066388542,0.3763567232474973,0.2656651002904459,0.04144475363379951,0.18897249201842306,0.23688793642352587,0.26576146677155343,0.23009432857388168
