rising_frame
147
345
544
743
942
1141
1340
1539
1738
1937
2135
2334
2533
2732
2931
3130
3329
3528
3727
3925
4124
4323
4522
4721
4920
5119
5318
5517
5715
5914
6113
6312
6511
6710
6909
7108
7307
7505
7704
7903
8102
8301
8500
8699
8898
9097
9295
9494
9693
9892
10091
10290
10489
10688
10887
11085
11284
11483
11682
11881
12080
12279
12478
12677
12875
13074
13273
13472
13671
13870
14069
14268
14467
14665
14864
15063
15262
15461
15660
15859
16058
16257
16455
16654
16853
17052
17251
17450
17649
17848
18047
18245
18444
18643
18842
19041
19240
19439
19638
19837
20035
20234
20433
20632
20831
21030
21229
21428
21627
21825
22024
22223
22422
22621
22820
23019
23218
23417
23615
23814
24013
24212
24411
24610
24809
25008
25207
25406
25604
25803
26002
26201
26400
26599
26798
26997
27196
27394
27593
27792
27991
28190
28389
28588
28787
28986
29184
29383
29582
29781
29980
30179
30378
30577
30776
30974
31173
31372
31571
31770
31969
32168
32367
32566
32764
32963
33162
33361
33560
33759
33958
34157
34356
34554
34753
34952
35151
35350
35549
35748
