rising_frame
287
487
686
886
1085
1285
1484
1684
1884
2083
2283
2483
2682
2882
3081
3281
3481
3680
3880
4079
4279
4479
4678
4878
5077
5277
5477
5676
5876
6075
6275
6475
6674
6874
7073
7273
7473
7672
7872
8071
8271
8471
8670
8870
9069
9269
9469
9668
9868
10068
10267
10467
10666
10866
11066
11265
11465
11664
11864
12064
12263
12463
12662
12862
13062
13261
13461
13660
13860
14060
14259
14459
14658
14858
15058
15257
15457
15656
15856
16056
16255
16455
16654
16854
17054
17253
17453
17652
17852
18052
