rising_frame
300
499
699
898
1098
1298
1497
1697
1896
2096
2296
2495
2695
2894
3094
3294
3493
3693
3892
4092
4292
4491
4691
4890
5090
5290
5489
5689
5888
6088
6288
6487
6687
6886
7086
7286
7485
7685
7884
8084
8284
8483
8683
8882
9082
9282
9481
9681
9881
10080
10280
10479
10679
10879
11078
11278
11477
11677
11877
12076
12276
12475
12675
12875
13074
13274
13473
13673
13873
14072
14272
14471
14671
14871
15070
15270
15469
15669
15869
16068
16268
16467
16667
16867
17066
17266
17465
17665
17865
18064
