rising_frame
312
511
711
911
1110
1310
1509
1709
1909
2108
2308
2507
2707
2907
3106
3306
3505
3705
3905
4104
4304
4503
4703
4903
5102
5302
5501
5701
5901
6100
6300
6499
6699
6899
7098
7298
7497
7697
7897
8096
8296
8495
8695
8895
9094
9294
9493
9693
9893
10092
10292
10491
10691
10891
11090
11290
11490
11689
11889
12088
12288
12488
12687
12887
13086
13286
13486
13685
13885
14084
14284
14484
14683
14883
15082
15282
15482
15681
15881
16080
16280
16480
16679
16879
17078
17278
17478
17677
17877
18076
