rising_frame
139
337
536
735
934
1133
1332
1531
1730
1929
2127
2326
2525
2724
2923
3122
3321
3520
3719
3917
4116
4315
4514
4713
4912
5111
5310
5509
5707
5906
6105
6304
6503
6702
6901
7100
7299
7497
7696
7895
8094
8293
8492
8691
8890
9089
9287
9486
9685
9884
10083
10282
10481
10680
10879
11077
11276
11475
11674
11873
12072
12271
12470
12669
12867
13066
13265
13464
13663
13862
14061
14260
14459
14657
14856
15055
15254
15453
15652
15851
16050
16249
16447
16646
16845
17044
17243
17442
17641
17840
18039
18237
18436
18635
18834
19033
19232
19431
19630
19829
20027
20226
20425
20624
20823
21022
21221
21420
21619
21817
22016
22215
22414
22613
22812
23011
23210
23409
23607
23806
24005
24204
24403
24602
24801
25000
25199
25397
25596
25795
25994
26193
26392
26591
26790
26989
27187
27386
27585
27784
27983
28182
28381
28580
28779
28977
29176
29375
29574
29773
29972
30171
30370
30569
30767
30966
31165
31364
31563
31762
31961
32160
32359
32557
32756
32955
33154
33353
33552
33751
33950
34149
34347
34546
34745
34944
35143
35342
35541
35740
