rising_frame
260
460
660
859
1059
1258
1458
1658
1857
2057
2256
2456
2656
2855
3055
3255
3454
3654
3853
4053
4253
4452
4652
4851
5051
5251
5450
5650
5849
6049
6249
6448
6648
6847
7047
7247
7446
7646
7845
8045
8245
8444
8644
8843
9043
9243
9442
9642
9841
10041
10241
10440
10640
10839
11039
11239
11438
11638
11837
12037
12237
12436
12636
12835
13035
13235
13434
13634
13833
14033
14233
14432
14632
14832
15031
15231
15430
15630
15830
16029
16229
16428
16628
16828
17027
17227
17426
17626
17826
18025
18225
18424
18624
18824
19023
19223
19422
19622
19822
20021
20221
20420
20620
20820
21019
21219
21418
21618
21818
22017
22217
22416
22616
22816
23015
23215
23414
23614
23814
24013
24213
24412
24612
24812
25011
25211
25410
25610
25810
26009
26209
26409
26608
26808
27007
27207
27407
27606
27806
28005
28205
28405
28604
28804
29003
29203
29403
29602
29802
30001
30201
30400
30600
30800
30999
31199
31399
31598
31798
31997
32197
32397
32596
32796
32995
33195
33395
33594
33794
33993
34193
34393
34592
34792
34991
35191
35391
35590
35790
35989
