frame,x,y
107,112.0,148.0
108,112.0,148.0
109,112.0,148.0
110,112.0,148.0
111,112.0,148.0
112,112.0,148.0
113,112.0,148.0
114,112.0,148.0
115,112.0,148.0
116,112.0,148.0
117,112.0,148.0
118,112.0,148.0
119,112.0,148.0
120,112.0,148.0
121,112.0,148.0
122,112.0,148.0
123,112.0,148.0
124,112.0,148.0
125,112.0,148.0
126,112.0,148.0
127,112.0,148.0
128,112.0,148.0
129,112.0,148.0
130,112.0,148.0
131,112.0,148.0
132,112.0,148.0
133,112.0,148.0
134,112.0,148.0
135,112.0,148.0
136,112.0,148.0
137,112.0,148.0
138,112.0,148.0
139,112.0,148.0
140,112.0,148.0
141,112.0,148.0
142,112.0,148.0
143,112.0,148.0
144,112.0,148.0
145,112.0,148.0
146,112.0,148.0
147,112.0,148.0
148,112.0,148.0
149,112.0,148.0
150,112.0,148.0
151,112.0,148.0
152,112.0,148.0
153,112.0,148.0
154,112.0,148.0
155,112.0,148.0
156,112.0,148.0
157,112.0,148.0
158,112.0,148.0
159,112.0,148.0
160,112.0,148.0
161,112.0,148.0
162,112.0,148.0
163,112.0,148.0
164,112.0,148.0
165,112.0,148.0
166,112.0,148.0
167,112.0,148.0
168,112.0,148.0
169,112.0,148.0
170,112.0,148.0
171,112.0,148.0
172,112.0,148.0
173,112.0,148.0
174,112.0,148.0
175,112.0,148.0
176,112.0,148.0
177,112.0,148.0
178,112.0,148.0
179,112.0,148.0
180,112.0,148.0
181,112.0,148.0
182,112.0,148.0
183,112.0,148.0
184,112.0,148.0
185,112.0,148.0
186,112.0,148.0
187,112.0,148.0
188,112.0,148.0
189,112.0,148.0
190,112.0,148.0
191,112.0,148.0
192,112.0,148.0
193,112.0,148.0
194,112.0,148.0
195,112.0,148.0
196,112.0,148.0
197,112.0,148.0
198,112.0,148.0
199,112.0,148.0
200,112.0,148.0
201,112.0,148.0
202,112.0,148.0
203,112.0,148.0
204,112.0,148.0
205,112.0,148.0
206,112.0,148.0
207,112.0,148.0
208,112.0,148.0
209,112.0,148.0
210,112.0,148.0
211,112.0,148.0
212,112.0,148.0
213,112.0,148.0
214,112.0,148.0
215,112.0,148.0
216,112.0,148.0
217,112.0,148.0
218,112.0,148.0
219,112.0,148.0
220,112.0,148.0
221,112.0,148.0
222,112.0,148.0
223,112.0,148.0
224,112.0,148.0
225,112.0,148.0
226,112.0,148.0
227,112.0,148.0
228,112.0,148.0
229,112.0,148.0
230,112.0,148.0
231,112.0,148.0
232,112.0,148.0
233,112.0,148.0
234,112.0,148.0
235,112.0,148.0
236,112.0,148.0
237,112.0,148.0
238,112.0,148.0
239,112.0,148.0
240,112.0,148.0
241,112.0,148.0
242,112.0,148.0
243,112.0,148.0
244,112.0,148.0
245,112.0,148.0
246,112.0,148.0
247,112.0,148.0
248,112.0,148.0
249,112.0,148.0
250,112.0,148.0
251,113.8,148.5
252,115.6,149.0
253,117.4,149.5
254,119.2,150.0
255,121.0,150.5
256,122.8,151.0
257,124.6,151.5
258,126.4,152.0
259,128.2,152.5
260,130.0,153.0
261,130.0,153.0
262,130.0,153.0
263,130.0,153.0
264,130.0,153.0
265,130.0,153.0
266,130.0,153.0
267,130.0,153.0
268,130.0,153.0
269,130.0,153.0
270,130.0,153.0
271,130.0,153.0
272,130.0,153.0
273,130.0,153.0
274,130.0,153.0
275,130.0,153.0
276,130.0,153.0
277,130.0,153.0
278,130.0,153.0
279,130.0,153.0
280,130.0,153.0
281,128.8,153.3
282,127.6,153.6
283,126.4,153.9
284,125.2,154.2
285,124.0,154.5
286,122.8,154.8
287,121.6,155.1
288,120.4,155.4
289,119.2,155.7
290,118.0,156.0
291,118.0,156.0
292,118.0,156.0
293,118.0,156.0
294,118.0,156.0
295,118.0,156.0
296,118.0,156.0
297,118.0,156.0
298,118.0,156.0
299,118.0,156.0
300,118.0,156.0
301,118.0,156.0
302,118.0,156.0
303,118.0,156.0
304,118.0,156.0
305,118.0,156.0
306,118.0,156.0
307,118.0,156.0
308,118.0,156.0
309,118.0,156.0
310,118.0,156.0
311,118.0,156.0
312,118.0,156.0
313,118.0,156.0
314,118.0,156.0
315,118.0,156.0
316,118.0,156.0
317,118.0,156.0
318,118.0,156.0
319,118.0,156.0
320,118.0,156.0
321,118.1,157.7
322,118.2,159.4
323,118.3,161.1
324,118.4,162.8
325,118.5,164.5
326,118.6,166.2
327,118.7,167.9
328,118.8,169.6
329,118.9,171.3
330,119.0,173.0
331,119.0,173.0
332,119.0,173.0
333,119.0,173.0
334,119.0,173.0
335,119.0,173.0
336,119.0,173.0
337,119.0,173.0
338,119.0,173.0
339,119.0,173.0
340,119.0,173.0
341,120.5,173.9
342,122.0,174.8
343,123.5,175.7
344,125.0,176.6
345,126.5,177.5
346,128.0,178.4
347,129.5,179.3
348,131.0,180.2
349,132.5,181.1
350,134.0,182.0
351,136.4,183.0
352,138.8,184.0
353,141.2,185.0
354,143.6,186.0
355,146.0,187.0
356,148.4,188.0
357,150.8,189.0
358,153.2,190.0
359,155.6,191.0
360,158.0,192.0
361,158.0,192.0
362,158.0,192.0
363,158.0,192.0
364,158.0,192.0
365,158.0,192.0
366,158.0,192.0
367,158.0,192.0
368,158.0,192.0
369,158.0,192.0
370,158.0,192.0
371,158.0,192.0
372,158.0,192.0
373,158.0,192.0
374,158.0,192.0
375,158.0,192.0
376,158.0,192.0
377,158.0,192.0
378,158.0,192.0
379,158.0,192.0
380,158.0,192.0
381,158.0,192.0
382,158.0,192.0
383,158.0,192.0
384,158.0,192.0
385,158.0,192.0
386,158.0,192.0
387,158.0,192.0
388,158.0,192.0
389,158.0,192.0
390,158.0,192.0
391,156.9,190.9
392,155.8,189.8
393,154.7,188.7
394,153.6,187.6
395,152.5,186.5
396,151.4,185.4
397,150.3,184.3
398,149.2,183.2
399,148.1,182.1
400,147.0,181.0
401,147.0,181.0
402,147.0,181.0
403,147.0,181.0
404,147.0,181.0
405,147.0,181.0
406,147.0,181.0
407,147.0,181.0
408,147.0,181.0
409,147.0,181.0
410,147.0,181.0
411,147.0,181.0
412,147.0,181.0
413,147.0,181.0
414,147.0,181.0
415,147.0,181.0
416,147.0,181.0
417,147.0,181.0
418,147.0,181.0
419,147.0,181.0
420,147.0,181.0
421,147.0,181.0
422,147.0,181.0
423,147.0,181.0
424,147.0,181.0
425,147.0,181.0
426,147.0,181.0
427,147.0,181.0
428,147.0,181.0
429,147.0,181.0
430,147.0,181.0
431,145.9,179.8
432,144.8,178.6
433,143.7,177.4
434,142.6,176.2
435,141.5,175.0
436,140.4,173.8
437,139.3,172.6
438,138.2,171.4
439,137.1,170.2
440,136.0,169.0
441,136.0,169.0
442,136.0,169.0
443,136.0,169.0
444,136.0,169.0
445,136.0,169.0
446,136.0,169.0
447,136.0,169.0
448,136.0,169.0
449,136.0,169.0
450,136.0,169.0
451,137.7,170.5
452,139.4,172.0
453,141.1,173.5
454,142.8,175.0
455,144.5,176.5
456,146.2,178.0
457,147.9,179.5
458,149.6,181.0
459,151.3,182.5
460,153.0,184.0
461,153.0,184.0
462,153.0,184.0
463,153.0,184.0
464,153.0,184.0
465,153.0,184.0
466,153.0,184.0
467,153.0,184.0
468,153.0,184.0
469,153.0,184.0
470,153.0,184.0
471,153.0,184.0
472,153.0,184.0
473,153.0,184.0
474,153.0,184.0
475,153.0,184.0
476,153.0,184.0
477,153.0,184.0
478,153.0,184.0
479,153.0,184.0
480,153.0,184.0
481,153.0,184.0
482,153.0,184.0
483,153.0,184.0
484,153.0,184.0
485,153.0,184.0
486,153.0,184.0
487,153.0,184.0
488,153.0,184.0
489,153.0,184.0
490,153.0,184.0
491,153.0,184.0
492,153.0,184.0
493,153.0,184.0
494,153.0,184.0
495,153.0,184.0
496,153.0,184.0
497,153.0,184.0
498,153.0,184.0
499,153.0,184.0
500,153.0,184.0
501,153.0,184.0
502,153.0,184.0
503,153.0,184.0
504,153.0,184.0
505,153.0,184.0
506,153.0,184.0
507,153.0,184.0
508,153.0,184.0
509,153.0,184.0
510,153.0,184.0
511,153.0,184.0
512,153.0,184.0
513,153.0,184.0
514,153.0,184.0
515,153.0,184.0
516,153.0,184.0
517,153.0,184.0
518,153.0,184.0
519,153.0,184.0
520,153.0,184.0
521,153.0,184.0
522,153.0,184.0
523,153.0,184.0
524,153.0,184.0
525,153.0,184.0
526,153.0,184.0
527,153.0,184.0
528,153.0,184.0
529,153.0,184.0
530,153.0,184.0
531,153.0,184.0
532,153.0,184.0
533,153.0,184.0
534,153.0,184.0
535,153.0,184.0
536,153.0,184.0
537,153.0,184.0
538,153.0,184.0
539,153.0,184.0
540,153.0,184.0
541,153.0,184.0
542,153.0,184.0
543,153.0,184.0
544,153.0,184.0
545,153.0,184.0
546,153.0,184.0
547,153.0,184.0
548,153.0,184.0
549,153.0,184.0
550,153.0,184.0
551,151.7,184.3
552,150.4,184.6
553,149.1,184.9
554,147.8,185.2
555,146.5,185.5
556,145.2,185.8
557,143.9,186.1
558,142.6,186.4
559,141.3,186.7
560,140.0,187.0
561,140.0,187.0
562,140.0,187.0
563,140.0,187.0
564,140.0,187.0
565,140.0,187.0
566,140.0,187.0
567,140.0,187.0
568,140.0,187.0
569,140.0,187.0
570,140.0,187.0
571,139.9,188.9
572,139.8,190.8
573,139.7,192.7
574,139.6,194.6
575,139.5,196.5
576,139.4,198.4
577,139.3,200.3
578,139.2,202.2
579,139.1,204.1
580,139.0,206.0
581,139.0,206.0
582,139.0,206.0
583,139.0,206.0
584,139.0,206.0
585,139.0,206.0
586,139.0,206.0
587,139.0,206.0
588,139.0,206.0
589,139.0,206.0
590,139.0,206.0
591,138.6,206.6
592,138.2,207.2
593,137.8,207.8
594,137.4,208.4
595,137.0,209.0
596,136.6,209.6
597,136.2,210.2
598,135.8,210.8
599,135.4,211.4
600,135.0,212.0
601,134.8,213.5
602,134.6,215.0
603,134.4,216.5
604,134.2,218.0
605,134.0,219.5
606,133.8,221.0
607,133.6,222.5
608,133.4,224.0
609,133.2,225.5
610,133.0,227.0
611,133.0,227.0
612,133.0,227.0
613,133.0,227.0
614,133.0,227.0
615,133.0,227.0
616,133.0,227.0
617,133.0,227.0
618,133.0,227.0
619,133.0,227.0
620,133.0,227.0
621,133.0,227.0
622,133.0,227.0
623,133.0,227.0
624,133.0,227.0
625,133.0,227.0
626,133.0,227.0
627,133.0,227.0
628,133.0,227.0
629,133.0,227.0
630,133.0,227.0
631,133.0,227.0
632,133.0,227.0
633,133.0,227.0
634,133.0,227.0
635,133.0,227.0
636,133.0,227.0
637,133.0,227.0
638,133.0,227.0
639,133.0,227.0
640,133.0,227.0
641,133.0,227.0
642,133.0,227.0
643,133.0,227.0
644,133.0,227.0
645,133.0,227.0
646,133.0,227.0
647,133.0,227.0
648,133.0,227.0
649,133.0,227.0
650,133.0,227.0
651,133.0,227.0
652,133.0,227.0
653,133.0,227.0
654,133.0,227.0
655,133.0,227.0
656,133.0,227.0
657,133.0,227.0
658,133.0,227.0
659,133.0,227.0
660,133.0,227.0
661,133.0,227.0
662,133.0,227.0
663,133.0,227.0
664,133.0,227.0
665,133.0,227.0
666,133.0,227.0
667,133.0,227.0
668,133.0,227.0
669,133.0,227.0
670,133.0,227.0
671,133.0,227.0
672,133.0,227.0
673,133.0,227.0
674,133.0,227.0
675,133.0,227.0
676,133.0,227.0
677,133.0,227.0
678,133.0,227.0
679,133.0,227.0
680,133.0,227.0
681,133.0,227.0
682,133.0,227.0
683,133.0,227.0
684,133.0,227.0
685,133.0,227.0
686,133.0,227.0
687,133.0,227.0
688,133.0,227.0
689,133.0,227.0
690,133.0,227.0
691,133.0,227.0
692,133.0,227.0
693,133.0,227.0
694,133.0,227.0
695,133.0,227.0
696,133.0,227.0
697,133.0,227.0
698,133.0,227.0
699,133.0,227.0
700,133.0,227.0
701,133.0,227.0
702,133.0,227.0
703,133.0,227.0
704,133.0,227.0
705,133.0,227.0
706,133.0,227.0
707,133.0,227.0
708,133.0,227.0
709,133.0,227.0
710,133.0,227.0
711,133.0,227.0
712,133.0,227.0
713,133.0,227.0
714,133.0,227.0
715,133.0,227.0
716,133.0,227.0
717,133.0,227.0
718,133.0,227.0
719,133.0,227.0
720,133.0,227.0
721,133.0,227.0
722,133.0,227.0
723,133.0,227.0
724,133.0,227.0
725,133.0,227.0
726,133.0,227.0
727,133.0,227.0
728,133.0,227.0
729,133.0,227.0
730,133.0,227.0
731,133.0,227.0
732,133.0,227.0
733,133.0,227.0
734,133.0,227.0
735,133.0,227.0
736,133.0,227.0
737,133.0,227.0
738,133.0,227.0
739,133.0,227.0
740,133.0,227.0
741,133.0,227.0
742,133.0,227.0
743,133.0,227.0
744,133.0,227.0
745,133.0,227.0
746,133.0,227.0
747,133.0,227.0
748,133.0,227.0
749,133.0,227.0
750,133.0,227.0
751,132.3,227.5
752,131.6,228.0
753,130.9,228.5
754,130.2,229.0
755,129.5,229.5
756,128.8,230.0
757,128.1,230.5
758,127.4,231.0
759,126.7,231.5
760,126.0,232.0
761,126.0,232.0
762,126.0,232.0
763,126.0,232.0
764,126.0,232.0
765,126.0,232.0
766,126.0,232.0
767,126.0,232.0
768,126.0,232.0
769,126.0,232.0
770,126.0,232.0
771,126.0,232.0
772,126.0,232.0
773,126.0,232.0
774,126.0,232.0
775,126.0,232.0
776,126.0,232.0
777,126.0,232.0
778,126.0,232.0
779,126.0,232.0
780,126.0,232.0
781,126.0,232.0
782,126.0,232.0
783,126.0,232.0
784,126.0,232.0
785,126.0,232.0
786,126.0,232.0
787,126.0,232.0
788,126.0,232.0
789,126.0,232.0
790,126.0,232.0
791,126.0,232.0
792,126.0,232.0
793,126.0,232.0
794,126.0,232.0
795,126.0,232.0
796,126.0,232.0
797,126.0,232.0
798,126.0,232.0
799,126.0,232.0
800,126.0,232.0
801,126.0,232.0
802,126.0,232.0
803,126.0,232.0
804,126.0,232.0
805,126.0,232.0
806,126.0,232.0
807,126.0,232.0
808,126.0,232.0
809,126.0,232.0
810,126.0,232.0
811,126.0,232.0
812,126.0,232.0
813,126.0,232.0
814,126.0,232.0
815,126.0,232.0
816,126.0,232.0
817,126.0,232.0
818,126.0,232.0
819,126.0,232.0
820,126.0,232.0
821,126.0,232.0
822,126.0,232.0
823,126.0,232.0
824,126.0,232.0
825,126.0,232.0
826,126.0,232.0
827,126.0,232.0
828,126.0,232.0
829,126.0,232.0
830,126.0,232.0
831,126.0,232.0
832,126.0,232.0
833,126.0,232.0
834,126.0,232.0
835,126.0,232.0
836,126.0,232.0
837,126.0,232.0
838,126.0,232.0
839,126.0,232.0
840,126.0,232.0
841,125.9,233.1
842,125.8,234.2
843,125.7,235.3
844,125.6,236.4
845,125.5,237.5
846,125.4,238.6
847,125.3,239.7
848,125.2,240.8
849,125.1,241.9
850,125.0,243.0
851,125.0,243.0
852,125.0,243.0
853,125.0,243.0
854,125.0,243.0
855,125.0,243.0
856,125.0,243.0
857,125.0,243.0
858,125.0,243.0
859,125.0,243.0
860,125.0,243.0
861,125.0,243.0
862,125.0,243.0
863,125.0,243.0
864,125.0,243.0
865,125.0,243.0
866,125.0,243.0
867,125.0,243.0
868,125.0,243.0
869,125.0,243.0
870,125.0,243.0
871,125.0,243.0
872,125.0,243.0
873,125.0,243.0
874,125.0,243.0
875,125.0,243.0
876,125.0,243.0
877,125.0,243.0
878,125.0,243.0
879,125.0,243.0
880,125.0,243.0
881,125.0,243.0
882,125.0,243.0
883,125.0,243.0
884,125.0,243.0
885,125.0,243.0
886,125.0,243.0
887,125.0,243.0
888,125.0,243.0
889,125.0,243.0
890,125.0,243.0
891,125.7,242.6
892,126.4,242.2
893,127.1,241.8
894,127.8,241.4
895,128.5,241.0
896,129.2,240.6
897,129.9,240.2
898,130.6,239.8
899,131.3,239.4
900,132.0,239.0
901,132.0,239.0
902,132.0,239.0
903,132.0,239.0
904,132.0,239.0
905,132.0,239.0
906,132.0,239.0
907,132.0,239.0
908,132.0,239.0
909,132.0,239.0
910,132.0,239.0
911,132.0,239.0
912,132.0,239.0
913,132.0,239.0
914,132.0,239.0
915,132.0,239.0
916,132.0,239.0
917,132.0,239.0
918,132.0,239.0
919,132.0,239.0
920,132.0,239.0
921,132.0,239.0
922,132.0,239.0
923,132.0,239.0
924,132.0,239.0
925,132.0,239.0
926,132.0,239.0
927,132.0,239.0
928,132.0,239.0
929,132.0,239.0
930,132.0,239.0
931,132.0,239.0
932,132.0,239.0
933,132.0,239.0
934,132.0,239.0
935,132.0,239.0
936,132.0,239.0
937,132.0,239.0
938,132.0,239.0
939,132.0,239.0
940,132.0,239.0
941,132.0,239.0
942,132.0,239.0
943,132.0,239.0
944,132.0,239.0
945,132.0,239.0
946,132.0,239.0
947,132.0,239.0
948,132.0,239.0
949,132.0,239.0
950,132.0,239.0
951,132.0,239.0
952,132.0,239.0
953,132.0,239.0
954,132.0,239.0
955,132.0,239.0
956,132.0,239.0
957,132.0,239.0
958,132.0,239.0
959,132.0,239.0
960,132.0,239.0
961,132.0,239.0
962,132.0,239.0
963,132.0,239.0
964,132.0,239.0
965,132.0,239.0
966,132.0,239.0
967,132.0,239.0
968,132.0,239.0
969,132.0,239.0
970,132.0,239.0
971,132.0,239.0
972,132.0,239.0
973,132.0,239.0
974,132.0,239.0
975,132.0,239.0
976,132.0,239.0
977,132.0,239.0
978,132.0,239.0
979,132.0,239.0
980,132.0,239.0
981,132.0,239.0
982,132.0,239.0
983,132.0,239.0
984,132.0,239.0
985,132.0,239.0
986,132.0,239.0
987,132.0,239.0
988,132.0,239.0
989,132.0,239.0
990,132.0,239.0
991,132.0,239.0
992,132.0,239.0
993,132.0,239.0
994,132.0,239.0
995,132.0,239.0
996,132.0,239.0
997,132.0,239.0
998,132.0,239.0
999,132.0,239.0
1000,132.0,239.0
1001,131.3,239.3
1002,130.6,239.6
1003,129.9,239.9
1004,129.2,240.2
1005,128.5,240.5
1006,127.8,240.8
1007,127.1,241.1
1008,126.4,241.4
1009,125.7,241.7
1010,125.0,242.0
1011,125.0,242.0
1012,125.0,242.0
1013,125.0,242.0
1014,125.0,242.0
1015,125.0,242.0
1016,125.0,242.0
1017,125.0,242.0
1018,125.0,242.0
1019,125.0,242.0
1020,125.0,242.0
1021,125.0,242.0
1022,125.0,242.0
1023,125.0,242.0
1024,125.0,242.0
1025,125.0,242.0
1026,125.0,242.0
1027,125.0,242.0
1028,125.0,242.0
1029,125.0,242.0
1030,125.0,242.0
1031,125.0,242.0
1032,125.0,242.0
1033,125.0,242.0
1034,125.0,242.0
1035,125.0,242.0
1036,125.0,242.0
1037,125.0,242.0
1038,125.0,242.0
1039,125.0,242.0
1040,125.0,242.0
1041,125.1,242.8
1042,125.2,243.6
1043,125.3,244.4
1044,125.4,245.2
1045,125.5,246.0
1046,125.6,246.8
1047,125.7,247.6
1048,125.8,248.4
1049,125.9,249.2
1050,126.0,250.0
1051,126.0,250.0
1052,126.0,250.0
1053,126.0,250.0
1054,126.0,250.0
1055,126.0,250.0
1056,126.0,250.0
1057,126.0,250.0
1058,126.0,250.0
1059,126.0,250.0
1060,126.0,250.0
1061,125.8,251.9
1062,125.6,253.8
1063,125.4,255.7
1064,125.2,257.6
1065,125.0,259.5
1066,124.8,261.4
1067,124.6,263.3
1068,124.4,265.2
1069,124.2,267.1
1070,124.0,269.0
1071,124.0,269.0
1072,124.0,269.0
1073,124.0,269.0
1074,124.0,269.0
1075,124.0,269.0
1076,124.0,269.0
1077,124.0,269.0
1078,124.0,269.0
1079,124.0,269.0
1080,124.0,269.0
1081,124.0,269.0
1082,124.0,269.0
1083,124.0,269.0
1084,124.0,269.0
1085,124.0,269.0
1086,124.0,269.0
1087,124.0,269.0
1088,124.0,269.0
1089,124.0,269.0
1090,124.0,269.0
1091,123.2,269.0
1092,122.4,269.0
1093,121.6,269.0
1094,120.8,269.0
1095,120.0,269.0
1096,119.2,269.0
1097,118.4,269.0
1098,117.6,269.0
1099,116.8,269.0
1100,116.0,269.0
1101,116.0,269.0
1102,116.0,269.0
1103,116.0,269.0
1104,116.0,269.0
1105,116.0,269.0
1106,116.0,269.0
1107,116.0,269.0
1108,116.0,269.0
1109,116.0,269.0
1110,116.0,269.0
1111,116.0,269.0
1112,116.0,269.0
1113,116.0,269.0
1114,116.0,269.0
1115,116.0,269.0
1116,116.0,269.0
1117,116.0,269.0
1118,116.0,269.0
1119,116.0,269.0
1120,116.0,269.0
1121,116.0,269.0
1122,116.0,269.0
1123,116.0,269.0
1124,116.0,269.0
1125,116.0,269.0
1126,116.0,269.0
1127,116.0,269.0
1128,116.0,269.0
1129,116.0,269.0
1130,116.0,269.0
1131,115.1,271.1
1132,114.2,273.2
1133,113.3,275.3
1134,112.4,277.4
1135,111.5,279.5
1136,110.6,281.6
1137,109.7,283.7
1138,108.8,285.8
1139,107.9,287.9
1140,107.0,290.0
1141,107.0,290.0
1142,107.0,290.0
1143,107.0,290.0
1144,107.0,290.0
1145,107.0,290.0
1146,107.0,290.0
1147,107.0,290.0
1148,107.0,290.0
1149,107.0,290.0
1150,107.0,290.0
1151,107.0,290.0
1152,107.0,290.0
1153,107.0,290.0
1154,107.0,290.0
1155,107.0,290.0
1156,107.0,290.0
1157,107.0,290.0
1158,107.0,290.0
1159,107.0,290.0
1160,107.0,290.0
1161,107.0,290.0
1162,107.0,290.0
1163,107.0,290.0
1164,107.0,290.0
1165,107.0,290.0
1166,107.0,290.0
1167,107.0,290.0
1168,107.0,290.0
1169,107.0,290.0
1170,107.0,290.0
1171,107.0,290.0
1172,107.0,290.0
1173,107.0,290.0
1174,107.0,290.0
1175,107.0,290.0
1176,107.0,290.0
1177,107.0,290.0
1178,107.0,290.0
1179,107.0,290.0
1180,107.0,290.0
1181,107.0,290.0
1182,107.0,290.0
1183,107.0,290.0
1184,107.0,290.0
1185,107.0,290.0
1186,107.0,290.0
1187,107.0,290.0
1188,107.0,290.0
1189,107.0,290.0
1190,107.0,290.0
1191,107.0,290.0
1192,107.0,290.0
1193,107.0,290.0
1194,107.0,290.0
1195,107.0,290.0
1196,107.0,290.0
1197,107.0,290.0
1198,107.0,290.0
1199,107.0,290.0
1200,107.0,290.0
1201,107.0,290.0
1202,107.0,290.0
1203,107.0,290.0
1204,107.0,290.0
1205,107.0,290.0
1206,107.0,290.0
1207,107.0,290.0
1208,107.0,290.0
1209,107.0,290.0
1210,107.0,290.0
1211,107.0,290.0
1212,107.0,290.0
1213,107.0,290.0
1214,107.0,290.0
1215,107.0,290.0
1216,107.0,290.0
1217,107.0,290.0
1218,107.0,290.0
1219,107.0,290.0
1220,107.0,290.0
1221,107.0,290.0
1222,107.0,290.0
1223,107.0,290.0
1224,107.0,290.0
1225,107.0,290.0
1226,107.0,290.0
1227,107.0,290.0
1228,107.0,290.0
1229,107.0,290.0
1230,107.0,290.0
1231,107.0,290.0
1232,107.0,290.0
1233,107.0,290.0
1234,107.0,290.0
1235,107.0,290.0
1236,107.0,290.0
1237,107.0,290.0
1238,107.0,290.0
1239,107.0,290.0
1240,107.0,290.0
1241,106.5,291.7
1242,106.0,293.4
1243,105.5,295.1
1244,105.0,296.8
1245,104.5,298.5
1246,104.0,300.2
1247,103.5,301.9
1248,103.0,303.6
1249,102.5,305.3
1250,102.0,307.0
1251,101.0,307.4
1252,100.0,307.8
1253,99.0,308.2
1254,98.0,308.6
1255,97.0,309.0
1256,96.0,309.4
1257,95.0,309.8
1258,94.0,310.2
1259,93.0,310.6
1260,92.0,311.0
1261,93.4,309.8
1262,94.8,308.6
1263,96.2,307.4
1264,97.6,306.2
1265,99.0,305.0
1266,100.4,303.8
1267,101.8,302.6
1268,103.2,301.4
1269,104.6,300.2
1270,106.0,299.0
1271,105.1,299.8
1272,104.2,300.6
1273,103.3,301.4
1274,102.4,302.2
1275,101.5,303.0
1276,100.6,303.8
1277,99.7,304.6
1278,98.8,305.4
1279,97.9,306.2
1280,97.0,307.0
1281,97.4,305.3
1282,97.8,303.6
1283,98.2,301.9
1284,98.6,300.2
1285,99.0,298.5
1286,99.4,296.8
1287,99.8,295.1
1288,100.2,293.4
1289,100.6,291.7
1290,101.0,290.0
1291,100.3,290.1
1292,99.6,290.2
1293,98.9,290.3
1294,98.2,290.4
1295,97.5,290.5
1296,96.8,290.6
1297,96.1,290.7
1298,95.4,290.8
1299,94.7,290.9
1300,94.0,291.0
1301,93.3,289.9
1302,92.6,288.8
1303,91.9,287.7
1304,91.2,286.6
1305,90.5,285.5
1306,89.8,284.4
1307,89.1,283.3
1308,88.4,282.2
1309,87.7,281.1
1310,87.0,280.0
1311,86.2,280.0
1312,85.4,280.0
1313,84.6,280.0
1314,83.8,280.0
1315,83.0,280.0
1316,82.2,280.0
1317,81.4,280.0
1318,80.6,280.0
1319,79.8,280.0
1320,79.0,280.0
1321,79.7,280.5
1322,80.4,281.0
1323,81.1,281.5
1324,81.8,282.0
1325,82.5,282.5
1326,83.2,283.0
1327,83.9,283.5
1328,84.6,284.0
1329,85.3,284.5
1330,86.0,285.0
1331,84.6,283.7
1332,83.2,282.4
1333,81.8,281.1
1334,80.4,279.8
1335,79.0,278.5
1336,77.6,277.2
1337,76.2,275.9
1338,74.8,274.6
1339,73.4,273.3
1340,72.0,272.0
1341,72.0,272.1
1342,72.0,272.2
1343,72.0,272.3
1344,72.0,272.4
1345,72.0,272.5
1346,72.0,272.6
1347,72.0,272.7
1348,72.0,272.8
1349,72.0,272.9
1350,72.0,273.0
1351,71.6,273.7
1352,71.2,274.4
1353,70.8,275.1
1354,70.4,275.8
1355,70.0,276.5
1356,69.6,277.2
1357,69.2,277.9
1358,68.8,278.6
1359,68.4,279.3
1360,68.0,280.0
1361,67.5,280.0
